foodId,foodName,foodQuantity,caloriesInFood
1417,"Walrus, raw (Alaska Native), liver",100 g,125
1418,"Cookies, refrigerated dough, sugar",100 g,436
1419,Chocolate-flavored hazelnut spread,100 g,541
1420,"Baking chocolate, squares, mexican",100 g,426
1421,"Puddings, instant, dry mix, banana",100 g,367
1422,"WENDY'S, with cheese, Double Stack",100 g,285
1423,"Corn flour, enriched, masa, yellow",100 g,363
1424,"Salisbury steak with gravy, frozen",100 g,149
1425,"Restaurant, lemon chicken, Chinese",100 g,252
1426,"Beverages, Cran Grape, OCEAN SPRAY",100 g,54
1427,"Grapefruit, California, white, raw",100 g,37
1428,"Peaches, uncooked, sulfured, dried",100 g,239
1429,"Potatoes, raw, flesh and skin, red",100 g,70
1430,"Candies, WHATCHAMACALLIT Candy Bar",100 g,494
1431,"KEEBLER, Multigrain Crackers, CLUB",100 g,466
1432,"SUNSHINE, Colby Crackers, CHEEZ-IT",100 g,512
1433,"Sorghum flour, unenriched, refined",100 g,357
1434,"Candies, MR. GOODBAR Chocolate Bar",100 g,538
1435,"Turkey breast, prepackaged, sliced",100 g,100
1436,"Acerola, raw, (west indian cherry)",100 g,32
1437,"CRACKER BARREL, macaroni n' cheese",100 g,194
1438,"Burrito, microwaved, beef and bean",100 g,298
1439,"Pie, prepared from recipe, pumpkin",100 g,204
1440,"OSCAR MAYER, Wieners (beef franks)",100 g,329
1441,"English muffins, whole grain white",100 g,245
1442,"Stew/soup, caribou (Alaska Native)",100 g,41
1443,"Pie, commercially prepared, cherry",100 g,260
1444,"Beverages, tonic water, carbonated",100 g,34
1445,"Emu, broiled, cooked, inside drums",100 g,156
1446,"Mustard greens, unprepared, frozen",100 g,20
1447,"Cheese sauce, prepared from recipe",100 g,197
1448,"Peaches, sweetened, sliced, frozen",100 g,94
1449,"Game meat, roasted, cooked, beaver",100 g,212
1450,"PACE, Spicy Jalapeno Refried Beans",100 g,63
1451,"Cake, prepared, dry mix, angelfood",100 g,257
1452,"Bread stuffing, dry mix, cornbread",100 g,389
1453,"Fish, raw, mixed species, sturgeon",100 g,105
1454,"Huckleberries, raw (Alaska Native)",100 g,37
1455,"Chicken, raw, all classes, gizzard",100 g,94
1456,"Cream, cultured, reduced fat, sour",100 g,135
1457,"SILK Plus for Bone Health, soymilk",100 g,41
1458,Reddi Wip Fat Free Whipped Topping,100 g,149
1459,"Cream substitute, liquid, flavored",100 g,251
1460,"Boysenberries, heavy syrup, canned",100 g,88
1461,"Boysenberries, unsweetened, frozen",100 g,50
1462,"Butter, without salt, stick, light",100 g,499
1463,"Cake, prepared from recipe, sponge",100 g,297
1464,"Hush puppies, prepared from recipe",100 g,337
1465,"Beans, canned, mature seeds, white",100 g,114
1466,"Doughnuts, glazed, french crullers",100 g,412
1467,"Pork, cooked, separable fat, fresh",100 g,626
1468,"Peanut butter, reduced fat, smooth",100 g,520
1469,"Cookies, lower fat, vanilla wafers",100 g,441
1470,"Candies, HERSHEY'S SKOR Toffee Bar",100 g,541
1471,"Duck, raw, meat only, domesticated",100 g,135
1472,"Duck, raw, meat only, breast, wild",100 g,123
1473,"Babyfood, chicken and rice, dinner",100 g,51
1474,"Puddings, regular, dry mix, banana",100 g,366
1475,"Knackwurst, beef, pork, knockwurst",100 g,307
1476,"Seasoning mix, original, taco, dry",100 g,322
1477,"Artichokes, raw, (globe or french)",100 g,47
1478,"Milk, calcium reduced, nonfat, dry",100 g,354
1479,"Milk, sweetened, condensed, canned",100 g,321
1480,"Squash, raw, all varieties, summer",100 g,16
1481,"Squash, raw, all varieties, winter",100 g,34
1482,"Pate, canned, not specified, liver",100 g,319
1483,"BURGER KING, Premium Fish Sandwich",100 g,260
1484,"Crackers, reduced fat, whole-wheat",100 g,416
1485,"Salmonberries, raw (Alaska Native)",100 g,47
1486,"Babyfood, orange and banana, juice",100 g,50
1487,"Candies, AFTER EIGHT Mints, NESTLE",100 g,432
1488,"Beverages, PERRIER, bottled, water",100 g,0
1489,"Restaurant, coleslaw, family style",100 g,159
1490,"MOTHER'S, Vanilla Sandwich Cookies",100 g,469
1491,"Pancakes, dry mix, special dietary",100 g,349
1492,"Gourd, raw, dishcloth (towelgourd)",100 g,20
1493,"Babyfood, strained, peaches, fruit",100 g,65
1494,"Desserts, dry mix, vanilla, rennin",100 g,383
1495,"Cereals ready-to-eat, KASHI GOLEAN",100 g,311
1496,"Tangerine juice, sweetened, canned",100 g,50
1497,"Wheat flour, enriched, cake, white",100 g,362
1498,"Oil, whale (Alaska Native), beluga",100 g,900
1499,"Puff pastry, ready-to-bake, frozen",100 g,551
1500,"Kefir, LIFEWAY, strawberry, lowfat",100 g,62
1501,"Macaroni and cheese, frozen entree",100 g,149
1502,"Turkey from whole, raw, light meat",100 g,114
1503,"Lemonade, pink, frozen concentrate",100 g,192
1504,"Mollusks, raw, mixed species, clam",100 g,86
1505,"Macaroni, dry, enriched, vegetable",100 g,367
1506,"Seal, meat (Alaska Native), ringed",100 g,142
1507,"Sea cucumber, yane (Alaska Native)",100 g,56
1508,"KEEBLER, Original, Saltines, ZESTA",100 g,418
1509,"Cranberry sauce, sweetened, canned",100 g,159
1510,"Focaccia, plain, Italian flatbread",100 g,249
1511,"CAMPBELL'S, condensed, Tomato Soup",100 g,71
1512,"Vitasoy USA, Nasoya Lite Firm Tofu",100 g,54
1513,"Soup, Chinese restaurant, egg drop",100 g,27
1514,"Nuts, roasted, japanese, chestnuts",100 g,201
1515,"Cheese, swiss, pasteurized process",100 g,334
1516,"Macaroni and Cheese, canned entree",100 g,82
1517,"Asparagus, drained, boiled, cooked",100 g,22
1518,"Peanut butter with omega-3, creamy",100 g,608
1519,"Onions, solids and liquids, canned",100 g,19
1520,"Cheese, part skim milk, mozzarella",100 g,254
1521,"MOTHER'S, Coconut Cocadas Cookies",100 g,500
1522,"Cream substitute, light, powdered",100 g,431
1523,"Fast foods, with sausage, biscuit",100 g,371
1524,"Frybread, made with lard (Apache)",100 g,309
1525,"Snacks, plain, hard, granola bars",100 g,471
1526,"Taro shoots, without salt, cooked",100 g,14
1527,"Fish, raw, farmed, rainbow, trout",100 g,141
1528,"Mollusks, canned, eastern, oyster",100 g,68
1529,"Restaurant, spanish rice, Mexican",100 g,185
1530,"Pork, cooked, rendered fat, bacon",100 g,898
1531,"Pork, baked, cooked, bacon, cured",100 g,548
1532,"KEEBLER, Onion Crackers, TOASTEDS",100 g,479
1533,"Walrus, raw (Alaska Native), meat",100 g,199
1534,"Cake, dry mix, unenriched, yellow",100 g,432
1535,"Parmesan cheese topping, fat free",100 g,370
1536,"Fish, dry heat, cooked, sablefish",100 g,250
1537,"Grapefruit, all areas, white, raw",100 g,33
1538,"Peas, raw, sprouted, mature seeds",100 g,124
1539,"Babyfood, apple and cherry, juice",100 g,41
1540,"Nuts, roasted, chinese, chestnuts",100 g,239
1541,"Candies, BUTTERFINGER Bar, NESTLE",100 g,459
1542,"MORI-NU, extra firm, silken, Tofu",100 g,55
1543,"Fish, raw, wild, channel, catfish",100 g,95
1544,"Candies, vanilla with nuts, fudge",100 g,435
1545,"Fish, raw, mixed species, grouper",100 g,92
1546,"Asparagus, drained solids, canned",100 g,19
1547,"Turkey, raw, all classes, gizzard",100 g,111
1548,"DENNY'S, mozzarella cheese sticks",100 g,324
1549,"Rice, cooked, medium-grain, brown",100 g,112
1550,"McDONALD'S, Peanuts (for Sundaes)",100 g,640
1551,"Chicken, raw, meat only, roasting",100 g,111
1552,"T.G.I. FRIDAY'S, fried mozzarella",100 g,333
1553,"Pie fillings, low calorie, cherry",100 g,53
1554,"Frybread, made with lard (Navajo)",100 g,330
1555,"Stew, hominy with mutton (Navajo)",100 g,83
1556,"PEPPERIDGE FARM, Deli Swirl Bread",100 g,247
1557,"Crackers, low sodium, toast thins",100 g,442
1558,"SMART SOUP, Santa Fe Corn Chowder",100 g,55
1559,"Beverages, ginger ale, carbonated",100 g,34
1560,"Danish pastry, enriched, cinnamon",100 g,403
1561,"Fish, raw, wild, Atlantic, salmon",100 g,142
1562,"Bear, meat (Alaska Native), black",100 g,155
1563,"Babyfood, toddler, dices, peaches",100 g,51
1564,"Potato puffs, oven-heated, frozen",100 g,192
1565,"NABISCO, NABISCO GRAHAMS Crackers",100 g,424
1566,"CARRABBA'S ITALIAN GRILL, lasagne",100 g,191
1567,"Pie, commercially prepared, pecan",100 g,407
1568,"Puddings, ready-to-eat, chocolate",100 g,142
1569,"Beef, chopped beef, smoked, cured",100 g,133
1570,"Caribou, raw (Alaska Native), eye",100 g,326
1571,"Pie, prepared from recipe, cherry",100 g,270
1572,"Beverages, RED BULL, Energy drink",100 g,43
1573,"Yogurt, nonfat, strawberry, Greek",100 g,82
1574,"Yogurt, lowfat, strawberry, Greek",100 g,103
1575,"USDA Commodity, Flour Mix, Bakery",100 g,400
1576,"KEEBLER, Frosted Cookies, ANIMALS",100 g,506
1577,"Cheese, cheddar or colby, low fat",100 g,173
1578,"Crustaceans, raw, dungeness, crab",100 g,86
1579,"Fish, raw, yellowfin, fresh, tuna",100 g,109
1580,"Bread, somiviki (Hopi), blue corn",100 g,186
1581,"Beans, canned, mature seeds, navy",100 g,113
1582,"Fish, raw, mixed species, snapper",100 g,100
1583,"Cookies, lemon wafer, gluten-free",100 g,515
1584,"Potatoes, with salt, flesh, baked",100 g,93
1585,"Game meat, roasted, cooked, horse",100 g,175
1586,"Alcoholic beverage, cooking, wine",100 g,50
1587,"Seeds, dried, whole, sesame seeds",100 g,573
1588,"Cheese, nonfat or fat free, Swiss",100 g,127
1589,"Seeds, dried, breadnut tree seeds",100 g,367
1590,"Turnip greens, unprepared, frozen",100 g,22
1591,"Snacks, barbecue-flavor, cornnuts",100 g,436
1592,"Beverages, unsweetened, rice milk",100 g,47
1593,"Chicken, fried, breaded, meatless",100 g,234
1594,"Mollusks, baked or broiled, conch",100 g,130
1595,"Taro, with salt, cooked, tahitian",100 g,44
1596,"Frostings, dry mix, fluffy, white",100 g,371
1597,"Apples, uncooked, sulfured, dried",100 g,243
1598,"Mouse nuts, roots (Alaska Native)",100 g,81
1599,"Salad dressing, light, mayonnaise",100 g,238
1600,"Corn flour, white, enriched, masa",100 g,363
1601,"Buckwheat groats, cooked, roasted",100 g,92
1602,"Sweet potato, vacuum pack, canned",100 g,91
1603,"Orange juice, unsweetened, canned",100 g,47
1604,"Refried beans, vegetarian, canned",100 g,83
1605,"Game meat, roasted, cooked, moose",100 g,134
1606,"Babyfood, strained, chicken, meat",100 g,130
1607,"Peppers, freeze-dried, red, sweet",100 g,314
1608,"Strawberries, unsweetened, frozen",100 g,35
1609,"Kielbasa, pan-fried, fully cooked",100 g,333
1610,"Turkey, raw, meat and skin, whole",100 g,143
1611,"Canadian bacon, pan-fried, cooked",100 g,146
1612,"Yardlong beans, raw, mature seeds",100 g,347
1613,"Tofu, salted and fermented (fuyu)",100 g,116
1614,"Mush, blue corn with ash (Navajo)",100 g,54
1615,"Pate, canned, smoked, goose liver",100 g,462
1616,"Beverages, powder, rich chocolate",100 g,372
1617,"BURGER KING, with cheese, WHOPPER",100 g,250
1618,"Gelatins, unsweetened, dry powder",100 g,335
1619,"Oil, salad or cooking, cottonseed",100 g,884
1620,"Winged beans, raw, immature seeds",100 g,49
1621,"Toppings, butterscotch or caramel",100 g,216
1622,"Fish, kippered, Atlantic, herring",100 g,217
1623,"Oil, spotted seal (Alaska Native)",100 g,894
1624,"Cranberry juice cocktail, bottled",100 g,54
1625,"Babyfood, orange and apple, juice",100 g,43
1626,"Babyfood, prune and orange, juice",100 g,70
1627,"Lasagna, prepared, frozen, cheese",100 g,130
1628,"KASHI, Sea Salt, Pita Crisps, TLC",100 g,381
1629,"Snacks, reduced fat, potato chips",100 g,471
1630,"MURRAY, Vanilla Wafer, SUGAR FREE",100 g,412
1631,"SPAGHETTIOS, SpaghettiOs Original",100 g,67
1632,"Soup, ready to serve, beef barley",100 g,52
1633,"Salad dressing, creamy, poppyseed",100 g,399
1634,"Dressing, fat-free, honey mustard",100 g,169
1635,"Mollusks, raw, unspecified, whelk",100 g,137
1636,"Pie crust, dry mix, standard-type",100 g,518
1637,"Beverages, grape soda, carbonated",100 g,43
1638,"Mushrooms, drained solids, canned",100 g,25
1639,"Game meat, simmered, cooked, bear",100 g,259
1640,"Rolls, plain, hamburger or hotdog",100 g,279
1641,"KASHI, Honey Sesame Crackers, TLC",100 g,398
1642,"Fish, raw, mixed species, whiting",100 g,90
1643,"Leavening agents, cream of tartar",100 g,258
1644,"Beans, with franks, canned, baked",100 g,142
1645,"Fish, dry heat, cooked, swordfish",100 g,172
1646,"Radishes, pickled, hawaiian style",100 g,28
1647,"Gravy, fat free, beef, CAMPBELL'S",100 g,25
1648,"Blackberries, unsweetened, frozen",100 g,64
1649,"Onions, unprepared, whole, frozen",100 g,35
1650,"Puddings, regular, dry mix, lemon",100 g,363
1651,"Lasagna, baked, frozen, Vegetable",100 g,139
1652,"Puddings, instant, dry mix, lemon",100 g,378
1653,"Beverages, ROCKSTAR, Energy drink",100 g,58
1654,SILK Banana-Strawberry soy yogurt,100 g,88
1655,"MOTHER'S, Chocolate Chip Cookies",100 g,490
1656,"Whipped topping, low fat, frozen",100 g,224
1657,"Vitasoy USA Azumaya, Silken Tofu",100 g,43
1658,"Ice cream, chocolate, soft serve",100 g,222
1659,"Moose, raw (Alaska Native), meat",100 g,103
1660,"Bread crumbs, plain, grated, dry",100 g,395
1661,Oven-roasted chicken breast roll,100 g,134
1662,"Salad dressing, russian dressing",100 g,355
1663,"Oil, original, PAM cooking spray",100 g,792
1664,"Restaurant, corn, tamale, Latino",100 g,186
1665,"Restaurant, pork, tamale, Latino",100 g,174
1666,"Fish, dry heat, cooked, mahimahi",100 g,109
1667,"Emu, broiled, cooked, fan fillet",100 g,154
1668,"Beans, raw, mature seeds, yellow",100 g,345
1669,"KEEBLER, Toasted Coconut Cookies",100 g,475
1670,"Fish, dry heat, cooked, milkfish",100 g,190
1671,"Fish, dry heat, cooked, monkfish",100 g,97
1672,"Babyfood, apple and grape, juice",100 g,46
1673,"Pheasant, raw, meat only, breast",100 g,133
1674,"Burrito, frozen, bean and cheese",100 g,221
1675,"Potatoes, home-prepared, o'brien",100 g,81
1676,"MORI-NU, lite firm, silken, Tofu",100 g,37
1677,"Tofu, prepared with nigari, hard",100 g,145
1678,"Meatballs, Italian style, frozen",100 g,286
1679,"Kielbasa, unheated, fully cooked",100 g,325
1680,"Alcoholic beverage, whiskey sour",100 g,149
1681,"WEND'YS, Crispy Chicken Sandwich",100 g,278
1682,"BURGER KING, Double Cheeseburger",100 g,282
1683,"SUNSHINE, BIG Crackers, CHEEZ-IT",100 g,507
1684,"Babyfood, junior, cherry cobbler",100 g,78
1685,"Danish pastry, unenriched, lemon",100 g,371
1686,"APPLEBEE'S, Double Crunch Shrimp",100 g,323
1687,"BURGER KING, french toast sticks",100 g,349
1688,"Mutton, roasted (Navajo), cooked",100 g,234
1689,"Fish, raw, Atlantic, ocean perch",100 g,79
1690,"Cereals, Dry, Quick Oats, QUAKER",100 g,371
1691,"Cookies, reduced fat, shortbread",100 g,451
1692,"Potatoes, drained solids, canned",100 g,60
1693,"T.G.I. FRIDAY'S, chicken fingers",100 g,325
1694,"Babyfood, apple and peach, juice",100 g,43
1695,"Seeds, roasted, breadfruit seeds",100 g,207
1696,"Potato puffs, unprepared, frozen",100 g,178
1697,"Pie, prepared from recipe, pecan",100 g,412
1698,"Pie, prepared from recipe, mince",100 g,289
1699,"Nuts, dried, japanese, chestnuts",100 g,360
1700,"McDONALD'S, Hotcakes and Sausage",100 g,294
1701,"KELLOGG'S, Original, SIMPLY EGGO",100 g,294
1702,"Pie, prepared from recipe, apple",100 g,265
1703,"Beverages, root beer, carbonated",100 g,41
1704,"Emu, pan-broiled, cooked, ground",100 g,163
1705,"Cheese, queso chihuahua, mexican",100 g,374
1706,"KEEBLER, Original Crackers, CLUB",100 g,486
1707,"Pears, uncooked, sulfured, dried",100 g,262
1708,"Soup, home-prepared, beef, stock",100 g,13
1709,"Soup, home-prepared, fish, stock",100 g,16
1710,"Fish, raw, skipjack, fresh, tuna",100 g,103
1711,"Noodles, cooked, somen, japanese",100 g,131
1712,Cheesecake commercially prepared,100 g,321
1713,"Crackers, GAMESA SABROSAS, cream",100 g,484
1714,"Fish, raw, pumpkin seed, sunfish",100 g,89
1715,"Sauce, original, KRAFT, barbecue",100 g,172
1716,"Snacks, rice-based, oriental mix",100 g,506
1717,"Chicken, raw, all classes, liver",100 g,119
1718,"Chicken, raw, all classes, heart",100 g,153
1719,"Vegetable juice cocktail, canned",100 g,22
1720,"Coriander (cilantro) leaves, raw",100 g,23
1721,"Snacks, almond, crisped rice bar",100 g,458
1722,"Blueberries, unsweetened, frozen",100 g,51
1723,"Bread, oat bran, reduced-calorie",100 g,201
1724,"Bread, toasted, enriched, raisin",100 g,297
1725,"Bread, protein (includes gluten)",100 g,245
1726,"Beverages, municipal, tap, water",100 g,0
1727,"Game meat, roasted, cooked, goat",100 g,143
1728,"Muffins, prepared, dry mix, corn",100 g,321
1729,"Chicken, raw, meat only, stewing",100 g,148
1730,"Fish, dry heat, cooked, bluefish",100 g,159
1731,"Bagels, toasted, cinnamon-raisin",100 g,294
1732,"Sweet potato, unprepared, frozen",100 g,96
1733,"Mashu roots, raw (Alaska Native)",100 g,135
1734,"CAMPBELL'S, Organic Tomato juice",100 g,21
1735,"Bratwurst, smoked, beef and pork",100 g,297
1736,"Sausage, smoked, turkey, Italian",100 g,158
1737,"Beverages, Citrus,  Energy drink",100 g,45
1738,"KEEBLER, Holiday Jingles Cookies",100 g,470
1739,"Succotash, raw, (corn and limas)",100 g,99
1740,"Babyfood, strained, turkey, meat",100 g,111
1741,"Pepperoni, sliced, beef and pork",100 g,504
1742,"Cookies, dry mix, chocolate chip",100 g,497
1743,"Frozen novelties, lime, ice type",100 g,128
1744,"Salad dressing, lite, buttermilk",100 g,202
1745,"Fish, pickled, Atlantic, herring",100 g,262
1746,"Babyfood, apple and prune, juice",100 g,72
1747,"Pasta, cooked, corn, gluten-free",100 g,126
1748,"Cheese spread, cream cheese base",100 g,295
1749,"Cheese, with vegetables, cottage",100 g,95
1750,"MOTHER'S, Taffy Sandwich Cookies",100 g,475
1751,"PACE, Lime & Garlic Chunky Salsa",100 g,38
1752,"DENNY'S, spaghetti and meatballs",100 g,170
1753,"Beverages, club soda, carbonated",100 g,0
1754,"ON THE BORDER, cheese quesadilla",100 g,394
1755,"Cabbage, raw, chinese (pak-choi)",100 g,13
1756,"Babyfood, strained, pears, fruit",100 g,42
1757,"Babyfood, junior, peaches, fruit",100 g,65
1758,"Beef, canned, corned beef, cured",100 g,250
1759,"Salsify, raw, (vegetable oyster)",100 g,82
1760,"Salad dressing, fat-free, caesar",100 g,131
1761,"Cereals, dry, unenriched, farina",100 g,369
1762,"Passion-fruit juice, raw, yellow",100 g,60
1763,"Raspberries, unsweetened, frozen",100 g,52
1764,"Babyfood, toddler, dices, apples",100 g,51
1765,"Pork, dehydrated, oriental style",100 g,615
1766,"Yogurt, whole milk, plain, Greek",100 g,97
1767,"KEEBLER, Cinnamon Crisp, Grahams",100 g,430
1768,"Bison, cooked, grass-fed, ground",100 g,179
1769,"Beans, raw, mature seeds, french",100 g,343
1770,"Game meat, roasted, cooked, deer",100 g,158
1771,"Soup, Chinese restaurant, wonton",100 g,32
1772,"Beans, raw, mature seeds, adzuki",100 g,329
1773,"Salad dressing, bacon and tomato",100 g,326
1774,"Fish, dry heat, cooked, tilefish",100 g,147
1775,"Passion-fruit juice, raw, purple",100 g,51
1776,"Beverages, brewed, hibiscus, tea",100 g,0
1777,"Cheese food, American, cold pack",100 g,331
1778,"Cherries, sweetened, dried, tart",100 g,333
1779,"MOTHER'S, Circus Animal Cookies",100 g,515
1780,"Beverages, drinking, tap, water",100 g,0
1781,"Fish, raw, mixed species, shark",100 g,130
1782,"English muffins, toasted, wheat",100 g,243
1783,"Beans, raw, mature seeds, white",100 g,333
1784,"Fish, dry heat, cooked, tilapia",100 g,128
1785,"Fast foods, french toast sticks",100 g,340
1786,"Crackers, fish-shaped, flavored",100 g,463
1787,"Crackers, seasoned, wafers, rye",100 g,381
1788,"Fish, dry heat, cooked, lingcod",100 g,109
1789,"Salami, less sodium, beef, pork",100 g,396
1790,"Corn flour, yellow, whole-grain",100 g,361
1791,"Grapefruit, Florida, white, raw",100 g,32
1792,"Nuts, dried, chinese, chestnuts",100 g,363
1793,"Soymilk, unfortified, chocolate",100 g,63
1794,"Bread, oatmeal, reduced-calorie",100 g,210
1795,"Chicken patty, uncooked, frozen",100 g,292
1796,"Babyfood, tropical fruit medley",100 g,51
1797,"Turkey, raw, all classes, heart",100 g,140
1798,"Turkey, raw, all classes, liver",100 g,128
1799,"Fish, dry heat, cooked, haddock",100 g,90
1800,"Liver sausage, pork, liverwurst",100 g,326
1801,"Lima beans, raw, immature seeds",100 g,113
1802,"Chicken, raw, giblets, roasting",100 g,127
1803,"Veal, pan-fried, cooked, ground",100 g,215
1804,"Bread, toasted, sprouted, wheat",100 g,205
1805,"Carbonated beverage, cream soda",100 g,51
1806,"Beverages, Malt liquor beverage",100 g,40
1807,"Alcoholic beverages, rose, wine",100 g,83
1808,"Babyfood, apple-cranberry juice",100 g,46
1809,"KEEBLER, Danish Wedding Cookies",100 g,504
1810,"McDONALD'S, Double Cheeseburger",100 g,282
1811,"ON THE BORDER, cheese enchilada",100 g,271
1812,"Babyfood, toddler, dices, pears",100 g,57
1813,"Egg, hard-boiled, cooked, whole",100 g,155
1814,"Eggs, frozen mixture, scrambled",100 g,131
1815,"Puddings, ready-to-eat, tapioca",100 g,130
1816,"Emu, broiled, cooked, full rump",100 g,168
1817,"Candies, TWIZZLERS CHERRY BITES",100 g,338
1818,"Crustaceans, canned, blue, crab",100 g,83
1819,"Wheat, uncooked, KAMUT khorasan",100 g,337
1820,"Sauce, ready-to-serve, cocktail",100 g,124
1821,"Babyfood, fruit supreme dessert",100 g,73
1822,"Noodles, cooked, soba, japanese",100 g,99
1823,"PACE, Traditional Refried Beans",100 g,67
1824,"Cake, dry mix, enriched, yellow",100 g,374
1825,"Soup, condensed, canned, tomato",100 g,66
1826,"Sour cream, cultured, imitation",100 g,208
1827,"Alcoholic beverage, light, wine",100 g,49
1828,"Soymilk (All flavors), enhanced",100 g,45
1829,"Cream substitute, light, liquid",100 g,71
1830,"Beans, raw, mature seeds, black",100 g,341
1831,"Seeds, boiled, breadfruit seeds",100 g,168
1832,"Seeds, raw, breadnut tree seeds",100 g,217
1833,"Snacks, mixed flavors, CLIF BAR",100 g,346
1834,"Bologna, low fat, beef and pork",100 g,230
1835,"Butter, with salt, stick, light",100 g,499
1836,"Alcoholic beverage, rice (sake)",100 g,134
1837,"Sauce, ready-to-serve, teriyaki",100 g,89
1838,"Cheese, part skim milk, ricotta",100 g,138
1839,"Game meat, roasted, cooked, elk",100 g,146
1840,"Broadbeans, raw, immature seeds",100 g,72
1841,"Taro, with salt, cooked, shoots",100 g,14
1842,"Alcoholic beverage, light, beer",100 g,29
1843,"Fish, raw, farmed, coho, salmon",100 g,160
1844,"Pork, raw, separable fat, fresh",100 g,632
1845,"Pie fillings, canned, blueberry",100 g,181
1846,"Plums, uncooked, dried (prunes)",100 g,240
1847,"Refried beans, fat-free, canned",100 g,79
1848,"KEEBLER, Cinnamon Toast Grahams",100 g,429
1849,"Rice, cooked, long-grain, brown",100 g,123
1850,"Fast foods, with cheese, nachos",100 g,343
1851,"Babyfood, junior, chicken, meat",100 g,146
1852,"Kielbasa, grilled, fully cooked",100 g,337
1853,"Pigeonpeas, raw, immature seeds",100 g,136
1854,"Crackers, low salt, whole-wheat",100 g,443
1855,"Squab, raw, meat only, (pigeon)",100 g,142
1856,"Babyfood, peach yogurt, dessert",100 g,76
1857,"Babyfood, apple - cherry, juice",100 g,47
1858,"Soup, condensed, canned, cheese",100 g,82
1859,"Winged beans, raw, mature seeds",100 g,409
1860,"BURGER KING, no cheese, WHOPPER",100 g,233
1861,"Frozen novelties, pop, ice type",100 g,79
1862,"Fast foods, with beans, burrito",100 g,206
1863,"APPLEBEE'S, hand battered, fish",100 g,202
1864,"Salami, beef, pork, dry or hard",100 g,378
1865,"Babyfood, apple and plum, juice",100 g,49
1866,"MOTHER'S, Iced Lemonade Cookies",100 g,502
1867,"MOTHER'S, Jungle Animal Cookies",100 g,514
1868,"Peas, unprepared, frozen, green",100 g,77
1869,"Fish, raw, mixed species, perch",100 g,91
1870,"Luncheon sausage, pork and beef",100 g,260
1871,"GIRL SCOUTS, Thin Mints Cookies",100 g,502
1872,"McDONALD'S, Sweet 'N Sour Sauce",100 g,170
1873,"McDONALD'S, Spicy Buffalo Sauce",100 g,142
1874,"Wheat flours, unenriched, bread",100 g,361
1875,"Veal, cooked, external fat only",100 g,540
1876,"Puddings, ready-to-eat, vanilla",100 g,130
1877,"Mushrooms, stir-fried, shiitake",100 g,39
1878,"Cranberry-orange relish, canned",100 g,178
1879,"BEAR NAKED, Fruit & Nut Cookies",100 g,443
1880,"TACO BELL, Soft Taco with steak",100 g,225
1881,"Cauliflower, unprepared, frozen",100 g,24
1882,"Beans, with pork, canned, baked",100 g,106
1883,"Fish, raw, bluefin, fresh, tuna",100 g,144
1884,"Fish, raw, mixed species, trout",100 g,148
1885,"Fish, raw, wild, rainbow, trout",100 g,119
1886,"Candies, YORK Peppermint Pattie",100 g,384
1887,"Tree fern, without salt, cooked",100 g,40
1888,"Cabbage, raw, chinese (pe-tsai)",100 g,16
1889,"Pizza rolls, unprepared, frozen",100 g,328
1890,"Vitasoy USA Azumaya, Firm Tofu",100 g,80
1891,"Milk, whole, fluid, buttermilk",100 g,62
1892,"Snacks, salted, plantain chips",100 g,531
1893,"Soup, dry, chicken broth cubes",100 g,198
1894,"Bologna, turkey and beef, pork",100 g,336
1895,"Bologna, lite, pork and turkey",100 g,211
1896,"Restaurant, tripe soup, Latino",100 g,74
1897,"Mungo beans, raw, mature seeds",100 g,341
1898,"Fish, dry heat, cooked, burbot",100 g,115
1899,"Ravioli, canned, cheese-filled",100 g,77
1900,"Beans, raw, mature seeds, pink",100 g,343
1901,"Sausage, links, sweet, Italian",100 g,149
1902,"Buckwheat groats, dry, roasted",100 g,346
1903,"Yogurt, nonfat milk, chocolate",100 g,112
1904,"Beverages, non-alcoholic, Wine",100 g,6
1905,"Babyfood, strained, beef, meat",100 g,81
1906,"Babyfood, strained, pork, meat",100 g,124
1907,"Babyfood, strained, veal, meat",100 g,81
1908,"Guinea hen, raw, meat and skin",100 g,158
1909,"Peppers, raw, green, hot chili",100 g,40
1910,"Squash, raw, butternut, winter",100 g,45
1911,"Peppers, sauteed, green, sweet",100 g,127
1912,"Bread, unenriched, white, pita",100 g,275
1913,"Corn flour, white, whole-grain",100 g,361
1914,"Salad dressing, sweet and sour",100 g,15
1915,"Bologna, pork, turkey, chicken",100 g,298
1916,"Rice, raw, medium-grain, brown",100 g,362
1917,"Cocoa, unsweetened, dry powder",100 g,228
1918,"McDONALD'S, Hot Caramel Sundae",100 g,188
1919,"BURGER KING, Hash Brown Rounds",100 g,302
1920,"Beverages, canned, grape drink",100 g,61
1921,"Candies, 100 GRAND Bar, NESTLE",100 g,468
1922,"Sausage, cooked, pork, Italian",100 g,344
1923,"Babyfood, dry, rice and apples",100 g,396
1924,"OLIVE GARDEN, lasagna classico",100 g,184
1925,"Soup, condensed, canned, onion",100 g,46
1926,"Mangosteen, syrup pack, canned",100 g,73
1927,"Kiwifruit, raw, ZESPRI SunGold",100 g,63
1928,"McDONALD'S, Sausage McGRIDDLES",100 g,312
1929,"Flan, dry mix, caramel custard",100 g,348
1930,"Snacks, cheese-flavor, popcorn",100 g,526
